ID,SMILES,LogP
1232,CN(C)C(NC1=CC=C(C=C1)Br)=O,3.591
1233,CC(C)(C)N=C1N=C(SC(F)F)NC(=NCC)N1,5.331
1234,C1C(N=C2C(C=C(C)C=C2)=C(C3=CC=CC=C3)N1)=O,4.198
1235,C1(=CC(Cl)=C(C)C=C1OC(NC)=O)Cl,4.528
1236,ClC1C(Cl)C(C(C(Cl)C1O)Cl)Cl,4.065
1237,C1(NC(NC=C1I)=O)=O,0.971
1238,FC(F)(F)S(=O)(=O)NC1=CC=CC=C1,3.767
1239,C(C)N(CC)CCSC(C1=NC(=NO1)C)=NO,2.272
1240,C1=C(C)N(C(=CC1=O)C)C2=CC=C(C(C)=C2)C,4.312
1241,CCCCCOP(OCCCCC)(=O)C,5.4
1242,C1C2C(C)CCC3C(COC4OC(OOC234)(C)C1)C,4.589
1243,C(CC)CCCN(C(COC(C1=CC=CC=C1)=O)=O)C,4.486
1244,C(#N)C(C#N)CC1=CC(=C(O)C(CC)=C1)CC,6.098
1245,C=1C=CC=C(C=1C(=O)NC=2C(Cl)=CC=CC=2)O,5.565
1246,O=S(=O)(N)C=1C=C([N+](=O)[O-])C(=CC=1)Cl,2.101
1247,C=1C=C2C(=CC=1)C(C3=CC=CC=C3CC2)=CCCN(C)C,5.761
1248,C1CCCCC1(C)NC(=O)NC2=CC=CC=C2,5.537
1249,O=S(=O)(C1=CC=C(C=C1)CCCOC(C)=O)N,2.084
1250,CC(C)N=C1N=C(NC(=NCC)N1)SC(F)F,5.016
1251,CC(C)CNC(=O)C=CC1=CC=C([N+](=O)[O-])O1,4.612
1252,O=S1(=O)NCNC=2C=C(C(=CC1=2)S(=O)(=O)N)C,1.002
1253,ClC=1C(Cl)=CC(=CC=1)C=2C=CC(=CC=2)Cl,7.161
1254,C=1C=CC2=CC3=CC=4C(C=C3C=C2C=1)=CC=CC=4,6.56
1255,C1CCCN1C(OC=2C(Cl)=CC(Cl)=C(O)C=2)=O,4.5
1256,C(C)N(CC)C(C(OC1=CC=CC=2C=CC=CC1=2)C)=O,4.683
1257,S(C1=NN=C(CCCCCC)C(=O)N1N)C,3.891
1258,O=[N+](C=1N=CN(CC(NCCCOC)=O)N=1)[O-],0.915
1259,O(C(C1=CC=C(C=C1)N=NN(C)CCO)=O)CC,3.962
1260,C(ON1C(=O)NC(=C(C1=O)SC#N)C)CC,1.452
1261,ClC=1C(Cl)=CC(=CC=1)C=2C(NC(NC=2C)=N)=N,4.404
1262,CN(C)C1=CC=C(C2=NC=3C(=CC(=CC=3)O)S2)C=C1,3.744
1263,O=S(=O)(CCN1C(=CN=C1C)[N+]([O-])=O)CCC,1.887
1264,C1(C(Br)=C(NC(=O)N1OCCC)C)=O,2.366
1265,N=C1NC(=N)C=2N=CN(C3OC(C=C3)CO)C=2N1,0.511
1266,C1(=CC=C([N+]([O-])=O)C=C1)C(NCC(=O)OC)=O,2.991
1267,CC(C)(C)NCC(COCCOC=1C=CC=CC=1)O,3.98
1268,C1CCCCN1CC(=O)NC2C=3C(=CC=C(C=3)C)OC2,4.588
1269,ClC(Cl)(Cl)CC(C1=CC=CC=C1)=C,5.911
1270,C1(=CC=C(F)C=C1)C(C2=CC=C(F)C=C2)(O)C#CCO,5.592
1271,C=1(NC=2C=C(Cl)C(Cl)=CC=2Cl)NCCN=1,3.137
1272,C1CC1N=C2N=C(NC(=NC(C)C)N2)Cl,4.65
1273,[O-]N1C=2C(=CC=C(C=2)OCC(O)CO)[N+](=O)C(=N)N1,0.317
1274,C1=CC(N=C2N1C3C(C(O)C(CO)O3)O2)=N,-0.683
1275,C1=C(OC(C=CC(NC(C)CC)=O)=C1)[N+]([O-])=O,3.881
1276,C1CN(CCC1)CC=2C=CC=C(OCCCO)C=2,4.298
1277,COCCOC=1C(=CC=CC=1)OCCOC,2.782
1278,O=S(=O)(N)C=1C=CC(=CC=1)C(=O)OCCCCC,3.723
1279,CCOP(OCC)(SCSCC)=O,3.545
1280,NNC(C1=CC=NC(=C1)I)=O,1.634
1281,CCOP(OCC)(SCS(CC)=O)=O,3.234
1282,ClC=1C(Cl)=CC(=CC=1)C2=CC=CC=C2Cl,7.091
1283,C1=C(OC(=O)C=2C(O)=CC(N)=CC=2)C(F)=CC=C1,4.45
1284,C1=CC(=NCCSCC=2NC=NC=2C)NC(=O)N1,0.967
1285,O(CC)P(OCC)(SCS(=O)CC)=S,3.241
1286,CN(C)S(=O)(=O)C=1C=CC(=CC=1)N(C=O)C,2.019
1287,C=1(C=CC=CC=1)C=2C(N(C3=CC=CC=C3)NC=2C)=N,3.895
1288,C(=O)(OCC)C(C(=O)OCC)=CC=1C=CC=CC=1,4.532
1289,C1(=CC=C(C=C1)N2C(=O)C=C3C(C=CC=C3)C2=O)OC,4.14
1290,N=C1NC(=N)C(=CN1)CC=2C=C(Cl)C(=CC=2)OC,3.22
1291,CC(C)(CC)C1=CC=C(C(=C1)O)C2CCCC(C2)O,5.903
1292,O=S1(=O)C2=CC=C(Cl)C=C2NC(COC)=N1,2.147
1293,C(NC=1C(=CC=CC=1[N+](=O)[O-])[N+](=O)[O-])(=O)C,1.809
1294,C1=CC(=C(S1)Br)Br,4.916
1295,C1(=CC=CC=C1C(C=2N3CCC(C3=CC=2)C(O)=O)=O)C,3.564
1296,BrC=1C=CC=C(C=1)C=CC(C)=O,4.422
1297,C1(C(Br)=C(NC(=O)N1OCC=C)C)=O,1.987
1298,CC(C(OCC(C)(C)COC(=O)C(C)=C)=O)=C,4.435
1299,N1C(=O)C(C(NC1=O)=O)(CC=C)CC(C)O,1.246
1300,N(C=1N=C(N(CO)C)N=C(N(CO)C)N=1)(CO)C,1.432
1301,C1=C(C(=CC(NC(C)CC)=O)SC)C=CC=C1,4.805
1302,CN(C)C(OCC=1C=CC=C(OC(C)C)C=1)=O,4.28
1303,CC(C)NNC(=O)COC=1C=CC=C(OC)C=1,2.264
1304,O=[N+]([O-])C1=CNC(=NC(C(CO)O)CO)C=N1,0.245
1305,C=1N=CC=C(C=1)C2(C(NC(=O)CC2)=O)CCCC,3.365
1306,C=1NC(=C)C(=O)C(C=1CO)=CNN=C2NC=CC=C2,3.741
1307,C(=[N-])=N[N+](=O)C1=CC=C(Br)C=C1,3.371
1308,C1COCCN1C=2N=C(N=C(OCC)N=2)C#N,4.849
1309,C=1(C(C)=C(C(C)=O)SC=1S(CC)=O)[N+](=O)[O-],3.635
1310,CC(C)COC(C=CC=1OC([N+](=O)[O-])=CC=1)=O,4.546
1311,C(C=1C(NC(=O)C)=CC=C(Br)C=1)C,3.657
1312,C=1C=C([N+]([O-])=O)C=CC=1N2C(C)=C(O)C(C=C2)=O,2.77
1313,N1C(=O)C(C(NC1=S)=O)C(NC2=CC=CC=C2)=O,1.491
1314,FC(F)(F)C1=C(C(=CC(Cl)=C1)NC(C)=O)Cl,4.933
1315,CC(=O)C=CC1=CC=C(Br)C=C1,4.588
1316,CCN(CC)CCNC(C=1C(OC)=CC(=CC=1)N)=O,2.86
1317,CC=1N=CC(=CC=1)CN2C(C[N+]([O-])=O)=NCC2,0.664
1318,ClC(Cl)C(NC1=CC=CC=C1C(=O)C)=O,4.195
1319,C=1C=C(N=NC=2C=CC=CC=2)C=CC=1OCC(O)=O,4.562
1320,C1CC1(C(OC)=O)S(=O)(=O)C=2C=CC=CC=2,2.189
1321,C1=C(N)C=C(I)C(C(=O)O)=C1,3.262
1322,[O-][N+](CC1=NCCN1CC=2C=NC(Cl)=CC=2)=O,1.24
1323,C=1C=CC=C2C=1C(C3=CC=CC=C3S2)C(O)=O,3.873
1324,C1(=CC=C(C=C1)Cl)C(NCCC2=CC=CC=C2)=O,5.429
1325,O=S1(=O)N=C(NC2=CC(Cl)=CC=C12)CC,3.535
1326,O=[N+](C=1N=CN(CC(NCCOC)=S)N=1)[O-],1.611
1327,C(CCCCCC)CCNCC1=CC=C(C=C1)C,7.194
1328,C=1(C(OCCCC(=O)O)=CC=C(Cl)C=1)Cl,5.783
1329,CC(C)NCC(O)COCCOC=1C=CC=CC=1,3.166
1330,C1CCCCN1CCC(C2=CC=C(C=C2)C)=O,5.351
1331,O=C(O)C=1C(=CC=C(OCC(=O)O)C=1)Cl,2.308
1332,C=1C=C(Cl)C=C(C=1C=2C(Cl)=CC=CC=2)Cl,7.849
1333,C=1C(Cl)=CC=C(C=1)C(=CC(NC(C)CC)=O)C,4.861
1334,C=1C=CC=CC=1CC(NC=2C=CC(=CC=2)OC)=O,3.884
1335,N=C1NC(=N)N=C(N1)C2=CC=C([N+]([O-])=O)C=C2,3.427
1336,FC(F)(F)C(NC1=CC=C(Cl)C(Cl)=C1)=O,5.269
1337,FC(F)(F)C(C(F)(F)F)NC(=O)NC(CC)C,3.9
1338,C1CCN(C1)P(N2CCCC2)(=O)N(C)C,3.227
1339,C1=CC=CC(=C1)N(C=2C=CC=CC=2)C(=O)N(C)C,4.036
1340,C=12C=C3C(OC(C)=C3)=C(C=1OC(=O)C=C2C)C,5.4
1341,C(=C)CC(CC=C)(C(=O)OC)C(=O)NC(N)=O,2.828
1342,C1COCCN1CC(NC2C=3C(OC2)=CC=CC=3)=O,2.756
1343,C=1C(=CC=CC=1)OC2=C(C(=CC=C2)Cl)Cl,4.852
1344,CC1(C)C2(CCC1(OC2=O)C(=O)N(CC)CC)C,3.897
1345,C1CN1C=2C(=O)C(=C(C(=O)C=2OC)N3CC3)OC,1.659
1346,C1CCC(C1)C(=O)NC2=CC=C(Cl)C(Cl)=C2,5.511
1347,N(NC(C1=CC=CO1)=O)C=C2C(=CNC(=C)C2=O)CO,3.204
1348,CN(C)CCOC(=O)C1=CC=C(C=C1)OCCCC,5.137
1349,C1CN(CCC1(C(=O)CC)C2=CC=CC(O)=C2)C,2.906
1350,C1=C(C=CC=C1)NC=2C=CC(=CC=2)N=C=S,5.598
1351,C1=NC=CC(C(C2=CC=C([N+]([O-])=O)C=C2)=O)=C1,3.842
1352,N#CC(C1=CC=CC=C1)=NOP(OCC)(N)=O,1.991
1353,OC(=O)C=COC=1C(=CC(Cl)=CC=1)Cl,4.697
1354,CN(C)C=1C=CC(=CC=1)S(=O)(=O)C2=CC=C(C=C2)N,3.232
1355,C(CN1C=CN=C1)(O)CN2C(CC2)C(=O)O,-0.067
1356,CN(C)N=NC=1C(C(NCC#N)=O)=CC=CC=1,3.259
1357,CC(C)COC(=O)N1C=C(C(=O)NC1=O)F,2.261
1358,O=[N+](NC(NCCSCC1=C(NC=N1)C)=NC)[O-],1.846
1359,C=1(C(=NN=C2NC(C)=CC(C)=N2)C)C(=CC=CC=1)C,5.12
1360,OCC(C=O)OC(C=O)N1C2=NC=NC(=C2N=C1)O,-0.07
1361,N=C1NC(=N)C(=CN1)CC2=CC(C)=C(C(=C2)C)OC,3.58
1362,N12C(=CC(C)=C1C(=O)C3=CC=CC=C3)C(CC2)C(=O)O,4.266
1363,CC(C)C=1C(NC2=NCCN2)=C(C=CC=1)C(C)C,4.403
1364,O=S(=O)(C=1C=CC(=CC=1)OCC(=O)O)C,1.115
1365,N1C(=NC(=N)NC1=N)C2=CC=CC=C2Br,2.646
1366,O=S1(=O)C=2C(=CC([N+]([O-])=O)=C(Cl)C=2)NC(C)=N1,2.518
1367,C=1(N(C([N+](=O)[O-])=CN=1)CCNC(OC)=O)C,0.671
1368,S(CCC)P(SCCC)(=O)OCC,4.873
1369,C1=CC(CC(NC2=CC(CC)=CC=C2)=O)=CC=C1,4.817
1370,CC(C)CNC(=O)NC=1C=C(C(=CC=1)Cl)Cl,5.89
1371,FC(F)(F)OC=1C=CC=C(OCC(=O)O)C=1,2.683
1372,O=C1C2=C(C=CC=C2C(=O)OCC)C(=O)N(CC)C1=O,2.676
1373,O=S(=O)(NC(=O)NCC)C=1C=CC(=CC=1)Cl,3.229
1374,ClC1=CC=C(NC(=O)CCCC)C=C1Cl,5.52
1375,C(C)S(C1=C(C(C)=C(C(C)=O)S1)C#N)=O,4.063
1376,C1=CC(NC(=O)N(N=O)CCCl)=CC=C1Cl,4.159
1377,C=1(C(F)=CC(CN2C(NC=C2)=S)=CC=1F)O,2.783
1378,CN(C)C(OCCC1=CNC=2C=CC=CC1=2)=O,3.309
1379,N1C=2N(C=NC=2C(N(C)C1=O)=N)CCSCC,1.455
1380,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,6.163
1381,S=C1C(C2=CC=CC=C2)=C(SS1)CC,4.678
1382,O=S(=O)(CC(OC(C)C)=O)C=1C=CC(Cl)=CC=1,3.443
1383,O(CCOCCOC(C=C)=O)CCOC(C=C)=O,2.642
1384,OCC(CO)(CO)NC(=O)NC1=CC=CC=C1,1.778
1385,CC(C)(C)C1(C(NC(NC1=O)=O)=O)CC=C(C)C,3.703
1386,C1N=C(N(C)C1C)N=C2NC=C([N+](=O)[O-])S2,3.725
1387,C1(=O)N(C(C)CC)C(C(Br)=C(N1)C)=O,3.142
1388,C=1(Cl)C=NN(C)C=1C2=NC(C=3C(NON=3)=N)=NO2,4.838
1389,C1=C(C2=C(C=CC=N2)C(CC(=O)OCC)=C1)O,3.556
1390,C(C(NC(CC(=O)N)C(O)=O)=O)(N)C(CC)C,0.106
1391,FC(F)(C(F)(F)C=1C=CC=CC=1)C=2C=CC=CC=2,6.857
1392,O=C1C=2C(=CC=CC=2C#N)C(=O)N(CC)C1=O,1.893
1393,C=1(C2=C(C=CC=1)C=CC=N2)OC(=O)SCC,4.339
1394,BrC=1C=CSC=1S(C)=O,3.136
1395,FC(F)(F)C=1C(=CC=CC=1)NN=C(C(OC)=O)C#N,5.061
1396,CCOC(=O)C(C(=O)OCC)=CC1=CC=C(F)C=C1,5.178
1397,C1=C(N(C2=CC=CC(Br)=C2)C(C1)=O)O,2.212
1398,C1(=CC=C(C)N1N=C2NN=C(C=C2)N3CCOCC3)C,3.465
1399,C=1(N2C(CC=C2O)=O)C(Br)=CC=CC=1,1.708
1400,C1=NC2=CNC(=N)N=C2N1COCCOC(C)=O,0.861
1401,C1=CC(=NC(CC)=O)C=2C(=CC(Cl)=CC=2)N1,4.655
1402,O=S(=O)(OCCCCOS(=O)(=O)C)C,0.954
1403,O=S(=O)(C=1SC=2SCCC(O)C=2C=1)N,2.528
1404,C=1(C(N(C=2C=CC=CC=2)N=CC=1Cl)=O)Cl,3.412
1405,N1=C2N(COCCO)C=NC2=CNC1=NC(C)=O,0.285
1406,CN(C)C=1N=C(N=C(N(C)C)N=1)N(C)CCO,3.149
1407,[O-][N+](=O)C1=CC([N+](=O)[O-])=C(C)C([N+](=O)[O-])=C1,3.329
1408,C=1C=C(C=CC=1N)C2=NC3=CC=C(C=C3S2)O,1.746
1409,C=1(C(F)=CC(=CC=1)C(C(O)=O)C)C=2SC=CN=2,4.97
1410,C(C1=CC(=CC=C1Br)NC(=O)C)C,4.948
1411,C1=CC=CC=2NC3=C(C(=C4C(C=CN=C4)=C3C)C)C1=2,6.3
1412,ClC=1C(OC)=CC(=C(C=1Cl)Cl)Cl,6.333
1413,C1C(CC1)N=C2NC(=NCC)NC(Cl)=N2,3.188
1414,O=C(O)C1=CC=CC(CSC2=CC=CC=C2)=C1O,5.561
1415,O=C1C2=CC=CC=C2OC=3C1=CC(=CC=3)C(=O)O,5.045
1416,N1C(=N)NC(C(CC=2C(OC)=NC(=CC=2)OC)=C1)=N,3.256
1417,CN(C)C(OC1=CC=CC=C1Br)=O,3.787
1418,C1=C(C=CC(C(C2=CC=CC=C2)=O)=C1)N=C=S,6.419
1419,C(C)N(CC)CCC(C1=C(NC(=NCC)S1)C)=O,4.069
1420,O=S(=O)(N)C1=CC=C(C(=O)C2=CC=NC=C2)C=C1,2.072
1421,C=1N2C(C=CC=C2)=CC=1C3=CC=C(Br)C=C3,6.881
1422,CCC(SP(SC(CC)C)(=O)OCC)C,5.27
1423,CC(N1C(=NC=C1)[N+]([O-])=O)C(=O)NCC(O)CO,-0.456
1424,C1=CC(=CC=C1NC(=O)C)OC2=CC=CC=C2,4.151
1425,C(C)S(C=1SC(=C(OC)C=1C#N)C#N)=O,3.686
1426,ClC(Cl)(Cl)C=1N=C(C)NC(=NC)N=1,3.998
1427,C(C1=CC=CC=C1)(OC2=CC=C(C=C2)N=C=S)=O,6.72
1428,CC(C)NNC(C(OC=1C=C(C=CC=1)Cl)C)=O,3.518
1429,C1=C(C(OCC(O)=O)=CC(Cl)=C1Cl)Cl,4.547
1430,C1C2=NOS=3ON=C(CC1CC=4C=CC=CC=4)C2=3,4.239
1431,C1=C(C)C(=CC(=C1)NC(=O)C(CCC)C)Cl,6.078
1432,FC(F)(F)C(=O)C=CC=1C=CC(Cl)=CC=1,4.367
1433,CC(C)S(=O)(=O)CCN1C([N+](=O)[O-])=CN=C1C,2.217
1434,CN(C)C(C=1C=C(OC2=CC=CC=C2)C=CC=1)=O,4.216
1435,CC(=O)CCC1=CC2=CC=C(C=C2C=C1)OC,3.747
1436,[N+]([O-])(=O)C1=CC=C(OCCCS(C)=O)C=C1,1.704
1437,C1(=CC=CC=C1)C(NCC(=O)OC2=CC=C(C=C2)F)=O,3.98
1438,FC(F)(F)C1=C(C(=CC(F)=C1)NC(C)=O)Cl,4.395
1439,C=1C=CC=CC=1N(C(=O)C)C2=CC=C(C=C2)C,4.154
1440,C1=NC2=C(N=CN2C3CC(C(O3)CO)F)C(N1)=N,1.494
1441,C1=CC(NC(N1C2CC(F)C(CO)O2)=O)=N,0.371
1442,CCC1(CC)C(=O)NC(OC(C)C)=NC1=O,3.154
1443,[O-]N1C=2C(=CC=C(C=2)OCC=C)[N+](=O)C(=N)N1,2.283
1444,C=1C=C(Cl)C=C(C=2C=CC=C(Cl)C=2)C=1Cl,7.223
1445,N1=C(NC2=C1C=CN=C2)C=3C(=CC(=CC=3)C(=O)N)OC,2.91
1446,C1(=CC(Cl)=CC=C1NC=2NCCN=2)Cl,3.017
1447,NC(N)=NC(=O)NC=1C=C(C(Cl)=CC=1)C,3.668
1448,CC1(C)N=C(N)N=C(N1C2=CC=C(C=C2)OC)N,1.73
1449,C=1C=2C(C=CC=1)=NN(N=2)CCCCCC(=O)N,3.116
1450,CC(C)OC=1C(OC)=CC(CCN)=CC=1OC,2.934
1451,C1(=CC=C([N+]([O-])=O)C=C1[N+](=O)[O-])SCC(=O)OC,4.028
1452,CC(C)OC(C=1C=C2C3=C(NC2=CC=1)CCCC3)=O,6.55
1453,CC(C)C(N=C1NC(=NCC)NC(=N1)SC)C,4.257
1454,FC(F)(F)C=1C(=CC=C(C=1)NC(C)=O)Cl,4.244
1455,C1(C=2C(Cl)=CC=C(Cl)C=2)=CC=CC=C1Cl,6.821
1456,C1=C(C(=CC(=C1)CC2=CNC(=N)NC2=N)OC)C,3.116
1457,CC(N1C(=NC=C1)[N+]([O-])=O)C(NCCO)=O,0.134
1458,C1CN1P(N2CC2)(=O)NC(=O)C=3C=CC=CC=3,2.112
1459,C1(CC(C(O1)CO)F)N2C=CC(=O)NC2=O,1.044
1460,C(=C(C(C)=O)C(OCC)=O)C=1C=C(OCC)C=CC=1,3.794
1461,C1(=NC(=NC(OC)=C1)N2C(=CC(=O)N2)C)OC,2.728
1462,O(C)P(OC)(=S)SCC(NC)=O,1.427
1463,C1=C(OC(C=C2C(=O)N(C)C(S2)=NC)=C1)[N+]([O-])=O,2.829
1464,CC(C)C=1C=C(OC(NC)=O)C=C(C(C)C)C=1,5.14
1465,FC(F)(F)C1=CC(NC(N(OC)C)=O)=CC=C1,4.095
1466,C1=C(OC(C=CC(OCCCC)=O)=C1)[N+]([O-])=O,4.122
1467,N#CCOC1=CC=C2C(OC(=C(C)C2=O)C)=C1,3.423
1468,C1CC(CCC1)C(CC#C)(C2=CC=CN=C2)O,3.031
1469,C(C=1C(N(C(=O)CCl)COCC)=C(C)C=CC=1)C,4.525
1470,CC(C)NCC(O)COC=1C(=CC=CC=1)CC=C,4.186
1471,CC(C)(C)C=1C=CC=C(NC(N(OC)C)=O)C=1,5.089
1472,CC(C)C(=O)NS(=O)(=O)C=1C(=CC=CC=1)N,2.883
1473,C1COCCN1CC(NCC2=CC=CC=C2)=O,2.063
1474,O=S(=O)(C=1C(=CC(C)=CC=1C)C)C2=CC=C(N)C=C2,4.522
1475,C1=CC=CC=2NC3=C(C(C)=C4C=CN=CC4=C3C)C1=2,6.387
1476,C1CC1C2=CC(=NC(=NC3=CC=CC=C3)N2)C,5.538
1477,C(C=1C=CC(=CC=1)N)(=O)OCCCCCCC,5.806
1478,C(NNCC)(COC1=CC=C(C=C1)Cl)=O,3.018
1479,C1CC(CCC1O)NC(N(CCCl)N=O)=O,2.144
1480,C(CC)N(CCC)CC(NCC=1C=CC=CC=1)=O,4.202
1481,CN(C)C=1C=CC(=CC=1)C(C2=CC=C(C=C2)N(C)C)=C,6.634
1482,C=1(C(OP(=O)(NC)OC)=CC=C(Cl)C=1)Cl,3.971
1483,CC(C)C(NC(=O)C(C(C)CC)NC(=O)C)C(=O)N,1.729
1484,C1C(C)N(C(CN1C(C=2C=CC=CC=2)=O)C)N=O,2.339
1485,FC(F)(F)C1=CC=C(C=C1)NN=C(C#N)C(=O)OC,4.879
1486,ClC1=CC=C(C=C1Cl)NC(=O)C=2C=CC=CC=2,6.092
1487,C1=C(C(=CC=C1)OC(=O)C=2C(O)=CC(N)=CC=2)Cl,5.372
1488,C(C)CC(=O)OCN1N=CC2=C(O)N=CN=C12,1.684
1489,OCC1C(C(C(O1)N2C3=NC=NC(O)=C3N=C2)O)O,-0.984
1490,C1CN(CCO1)CCOC=2C=CC([N+]([O-])=O)=CC=2,2.822
1491,C=1C(=CC=C(C=1)C(=O)N)I,3.67
1492,C(CN=C1C(C#N)=CC(C2=CC=NC=C2)=CN1)COC,3.303
1493,C1C(CC2C(NC)(C3=CC=CC=C3C2)C1)CN,3.548
1494,C1=C(C=2C(=C(SC=2S(=O)C)C#N)C)C=CC=C1,5.161
1495,O=C1NC(NC(=O)C1(CC)CCCCC)=O,3.062
1496,N(=NC=1C=CC(N=C=S)=CC=1)C=2C=CC=CC=2,6.905
1497,CC(C)NCC(O)COC=1C(OC)=CC=CC=1,2.927
1498,CN(C)C1=C(C(=O)N(N=C1)C2=CC=CC=C2)Cl,3.207
1499,[N+]([O-])(=O)C1=CC=C(OCC2OC(NC2)=N)C=C1,2.108
1500,C1(=C(Cl)C=2C=CC=C(C=2C=C1Cl)Cl)Cl,5.952
1501,CN(C)C1=NC(C(S1)=CC=2OC(=CC=2)[N+]([O-])=O)=O,2.557
1502,CC(C)C=1C(N(N)C(SC(C)C)=NN=1)=O,3.907
1503,O=S(=O)(C=1C=CC(=CC=1)N=NN(C)C)CCO,2.241
1504,CN1C(C(C(NC1=O)=O)(C=2CCCCCC=2)CC)=O,4.502
1505,C1=CC(NC(N1C2OC(CC2F)CO)=O)=N,0.108
1506,O=S1(=O)N=C(C2CC2)NC3=CC(Cl)=CC=C13,4.031
1507,O=C(CN(C(=O)CCl)C1=CC=CC=C1)OCC,2.523
1508,C=1N(CC2=CC=C(C=C2)OC)C(=O)NC(C=1F)=O,2.492
1509,C1=C(C=C(C=C1)Br)Br,5.025
1510,C(C1=C(SC(C#N)=C1)S(=O)CCCC)#N,4.162
1511,N12CCC(C)CC1=NC=C(C(=O)OCC)C2=O,2.066
1512,C1(=C(Cl)C=C(Cl)C=C1Cl)OC=2C=CC=CC=2,7.062
1513,O=S(=O)(C1=[N+]([O-])ON=C1C)C=2C=CC=CC=2,3.766
1514,C=1C=C(C=CC=1N)OC(=O)CNC(C2=CC=CC=C2)=O,2.356
1515,C=1(C(=CC(=CC=1)Br)OC)NC(=O)C,3.807
1516,C1CCCCN1CC(C)C(C2=CC=C(C)C=C2)=O,5.323
1517,C=1N=CC=C(C=1)C2=CC=C(N=C2)OCCCOC(C)=O,3.969
1518,CC(C)OC1=NC(C(CC)(C=2C=CC=CC=2)C(N1)=O)=O,3.058
1519,FC(F)(F)S(=O)(=O)NC=1C=CC=C(C(C)=O)C=1,3.742
1520,O=S(=O)(C=1C=CC=CC=1)CC=2C=CC=CC=2,3.491
1521,O(C(=O)C(CC1=CC=C2C(OCO2)=C1)=NC=O)CC,2.974
1522,ClC=1C(=CC(=C(Cl)C=1[N+]([O-])=O)Cl)Cl,6.213
1523,FC(F)(F)C=1C(=CC=C(C=1)Cl)NC(C)=O,3.242
1524,CN(C)C(NC=1C=C(C(=CC=1)OC)Cl)=O,3.495
1525,CC(CC=1C(=CC([N+](=O)[O-])=C(C=1)OC)OC)N,3.428
1526,N1C(=N)NC(C(CC2=CC=CC=C2OCC=C)=C1)=N,3.598
1527,C(#N)C(C#N)=NNC1=CC=C(C=C1)CCCl,5.392
1528,C1=C(C=C(O)C(C(OC2=CC=C(C=C2)F)=O)=C1)N,4.622
1529,CC(C)N(C(C)C)C(=O)COC(=O)C=1C=CC=CC=1,3.993
1530,O=S1(=O)N=C(C)NC=2C1=CC(=C(N)C=2)Cl,1.953
1531,CN1C(C(C(NC1=O)=O)(C=2CCCCC=2)CC)=O,3.723
1532,COP(OC)(=O)SCCS(CC)=O,0.721
1533,O(C1=C(Br)C(OC)=CC(CCN)=C1)C,3.535
1534,CC(C)NNC(C(C)OC1=CC=C(C=C1)Cl)=O,4.102
1535,C1=2C3=NC=CC=C3C=C4C=CC=5C=CC=C(C=C1)C=5C=24,6.61
1536,CC(C)(C)N(N=NC=1C=CC(=CC=1)C(N)=O)C,4.026
1537,[N+]([O-])(C1=CC(=CC=C1Cl)OCC(=O)O)=O,3.258
1538,O=C(CCCOC=1C=2C=CC=CC=2C=CC=1)O,4.744
1539,C1C(N=C2C(C)=CC(=CC2=C(C3=CC=CC=C3)N1)C)=O,4.275
1540,CC(C)(NC(N(C1=CC=CC=C1)C)=O)C2=CC=CC=C2,3.613
1541,C1=CCC(C1)C=2NC=3C(S(=O)(=O)N=2)=CC=CC=3,3.118
1542,C=1C(CC)=CC=CC=1N(C(=O)C)C2=CC=CC=C2,4.878
1543,C1(Cl)=CC=C(C=2C=CC(=CC=2)Cl)C(=C1)Cl,7.22
1544,CN(C)CCCNC(=O)C=1C(OC)=CC=CC=1,2.591
1545,C1=C(OC(C=C2C(NC(=S)S2)=O)=C1)[N+]([O-])=O,2.178
1546,CN(C)C=1C(=CC(CC2=CNC(NC2=N)=N)=CC=1)OC,3.224
1547,N1=C(C=2C=CC=CC=2)C=CC=C1C=3C=CC=CC=3,6.347
1548,C1(=CC=CN=C1)C(NC=2C=CC(Cl)=CC=2)=O,4.033
1549,C=1N(CC2=CC=C(C)C=C2)C(=O)NC(C=1F)=O,2.36
1550,CC(C)C1CCCC=2N1C(=O)C(C(=O)OC)=CN=2,2.957
1551,C=1C=CC=C(C(C=CC(C2=CC=CC=C2)=O)=O)C=1,4.197
1552,C1COCCOCCOCCOCCOCCO1,0.607
1553,O(C1=CC=C(Br)C=C1)C(NC)=O,3.675
1554,N1C(=N)NC(C(CC=2C(=CC=CC=2)Cl)=C1)=N,3.628
1555,C1(=CC=C(C=C1)Cl)OC(CC)(C)C(O)=O,4.349
1556,N(C(C(O)=O)C(CC)C)C(C(N)C(O)C)=O,0.401
1557,C(#N)C=1C=C2C(=CC=1)N=C(C3=CC=C(C=C3)NC)S2,3.46
1558,C1=C(C(NCC)=O)C(O)=C(C)C=C1Br,4.573
1559,CN(C)C=1N=C(N=C(N(C)C)N=1)N(CC)CC,4.944
1560,C1CCCC1(NC(=O)N(N=O)CCCl)C(=O)O,3.577
1561,O=S(=O)(C=1C=C(OC)C(=C(OC)C=1)OC)CC,2.087
1562,C1(C)=CN(C(=O)NC1=S)C2CCC(CO)O2,2.093
1563,CCN(CC)C(C(C)OC(=O)C=1C=CC=CC=1)=O,3.53
1564,O=[N+]([O-])C=1N(C(=NC=1)C=NNC(N)=S)C,1.882
